--Move Updates--
Made Danzaspada have 20 PP
Made Frustata have 45 power and 25 PP
Made Missilspillo have 25 power and 95% accuracy
Made Lanciafiamme have 90 power
Made Idropompa have 110 power
Made Surf have 90 power
Made Geloraggio have 90 power
Made Bora have 110 power
Made Crescita have 20 PP
Made Fulmine have 90 power
Made Tuono have 110 power
Made Minimizzato have 10 PP
Made Barriera have 20 PP
Made Leccata have 30 power
Made Smog have 30 power
Made Fuocobomba have 110 power
Made Capocciata have 130 power and 10 PP
Made Bagliore have 100% accuracy
Made Velenogas have 90% accuracy
Made Bolla have 40 power
Made Psiconda have 100% accuracy
Made Scudo Acido have 20 PP
Made Martellata have 100 power
Made Furto have 60 power and 25 PP
Made Russare have 50 power
Made Tagliofuria have 40 power
Made Divinazione have 120 power
Made Ondacalda have 95 power
Made Fuocofatuo have 85% accuracy
Made Maniereforti have 70 power
Made Privazione have 65 power
Made Meteorpugno have 90 power and 90% accuracy
Made Aerasoio have 60 power
Made Vampata have 130 power
Made Rocciotomba have 60 power, 15 PP and 95% accuracy
Made Extrasenso have 20 PP
Made Fanghiglia have 90 power
Made Supplica have 25 PP
Made Svegliopacca have 70 power
Made Ventoincoda have 15 PP
Made Garanzia have 60 power
Made Psicotrasfer have 100% accuracy
Made Forzasfera have 80 power
Made Eterelama have 15 PP
Made Dragopulsar have 85 power
Made Gemmoforza have 80 power
Made Energipalla have 90 power
Made Dragobolide have 130 power
Made Verdebufera have 130 power
Made Sporcolancio have 80% accuracy
Made Schiamazzo have 65 power
Made Magmaclisma have 100 power
Made Tempestretta have 60 power
Made Sincrumore have 120 power
Made Calciobasso have 65 power
Made Sciagura have 65 power
Made Bruciatutto have 60 power
Made Acquapatto have 80 power
Made Fiammapatto have 80 power
Made Erbapatto have 80 power
Made Entomoblocco have 50 power
Made Alitogelido have 45 power
Made Spadasolenne have 15 PP
Made Tifone have 110 power
Made Tecnobotto have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
 15|Beedrill  |ICE              |  76|  42|  27| 111|  98|  42|Forzapura   | -          |Antifuoco   |Plessimetro (dark grass only)
 16|Pidgey    |WATER/FIGHTING   |  70|  58|  16|  38|  46|  23|Agiltecnica | -          |Magicscudo  |Cartelrosso (common), Lastrasaetta (rare), Crescicappa (dark grass only)
 17|Pidgeotto |FIGHTING/DARK    |  69|  99|  21|  27| 114|  20|Idratazione |Corpogelo   |Rompiforma  |
 18|Pidgeot   |GROUND           |  52|  21|  74| 121|  40| 170|Download    | -          |Ferropugno  |Lastrafiele (dark grass only)
 19|Rattata   |DARK/FIRE        |  31|  54|  46|  49|  54|  20|Filtro      | -          |Fumochiaro  |
 20|Raticate  |ROCK/PSYCHIC     |  58| 103|  44| 105|  46|  56|Idratazione |Cuordeciso  |Idrovelo    |Bijoucoleot. (common)
 21|Spearow   |NORMAL/GHOST     |  73|  63|  32|  49|  27|  19|Acceleratore| -          |Piedisvelti |Coda Skitty (dark grass only)
 22|Fearow    |POISON/ELECTRIC  |  97|  86|  73|  43|  75|  68|Acquaiuto   |Meno        |Lottascudo  |Poké Ball (common), Mega Ball (rare)
 23|Ekans     |ELECTRIC/NORMAL  |  69|  37|  34|  62|  33|  51|Incantevole |Aiutinsetto |Nullodifesa |Baccafrago (rare), Pezzo Cometa (dark grass only)
 24|Arbok     |FLYING           | 171|  16| 115|  18|  43|  76|Sguardofermo|Tecnico     |Idrovelo    |Antiscottat. (common)
 25|Pikachu   |DARK             |  77|  22|  73|  61|  44|  44|Erbaiuto    |Tuttafretta |Magicscudo  |Dif. Sp. X (common), Velopuro (rare), Facilsaglio (dark grass only)
 26|Raichu    |PSYCHIC          | 124|  17|  96|  21|  74| 152|Lottascudo  | -          |Normalità   |Lastratetra (common), PS-Su (rare), Bijoughiac. (dark grass only)
 27|Sandshrew |STEEL/BUG        |  80|  25|  43|  37|  40|  75|Indifferenza| -          |Piedisvelti |Ondaroma (dark grass only)
 28|Sandslash |FLYING           |  68|  46| 145|  93|  67|  32|Immunità    |Agiltecnica |Insonnia    |Avanzi (dark grass only)
 29|Nidoran♀  |FIRE             |  35|  11|  61|  73|  20|  75|Solarpotere |Supersorte  |Scoppio     |
 30|Nidorina  |FIGHTING/NORMAL  |  84| 107|  44|  24|  65|  41|Previsioni  | -          |Tecnico     |Pietrafoglia (common), Baccamela (rare), Lastrafiele (dark grass only)
 31|Nidoqueen |FLYING/DARK      |  55| 117|  98| 160|  46|  30|Acquaiuto   | -          |Tuttafretta |Bijouroccia (dark grass only)
 32|Nidoran♂  |GROUND           |  85|  13|  61|  43|  57|  13|Cuordeciso  |Elettrorapid|Dentistretti|
 33|Nidorino  |GRASS/NORMAL     |  75|  73|  65|  16|  54|  82|Guscioscudo | -          |Aiutofuoco  |Conostropoli (rare)
 34|Nidoking  |WATER            | 116|  93| 114|  55|  87|  40|Normalità   | -          |Antimeteo   |
 35|Clefairy  |GROUND           |  86|  57|  36|  66|  52|  26|Intricopiedi| -          |Spiritovivo |Baccaki (common), Lastratetra (dark grass only)
 36|Clefable  |NORMAL           |  25| 103| 157|  55| 128|  15|Sguardofermo| -          |Tuttafretta |Bijouvolante (common), Baccaprugna (dark grass only)
 37|Vulpix    |WATER/POISON     |  35|  80|  72|  67|  22|  22|Rompiforma  | -          |Magmascudo  |Baccacedro (common), Dolcecuore (rare), Pietraidrica (dark grass only)
 38|Ninetales |ELECTRIC         | 135|  27| 149| 150|  27|  17|Filtro      |Fuocodentro |Nuotovelox  |Calmanella (100%)
 39|Jigglypuff|PSYCHIC/DRAGON   |  24|  16|  63|  20|  40| 108|Assorbacqua |Voracità    |Testadura   |Pietrafocaia (common), Baccaprugna (dark grass only)
 40|Wigglytuff|WATER/BUG        | 110| 142|  15| 111|  11|  47|Raccolta    | -          |Indagine    |
 41|Zubat     |WATER            |  47|  41|  34|  43|  40|  39|Fumochiaro  |Pressione   |Idratazione |Bijouacqua (dark grass only)
 42|Golbat    |DARK/ICE         |  29|  51|  26| 235|  39|  75|Dentistretti| -          |Nervisaldi  |Upgrade (common)
 43|Oddish    |FIGHTING         |  97|  75|  37|  16|  70|  24|Impaccio    |Sabbiafiume |Umidità     |Vigorcerchio (common), Trittiperla (rare), Rallentocoda (dark grass only)
 44|Gloom     |POISON           |  84|  58|  68|  53|  84|  47|Magmascudo  | -          |Lottascudo  |
 45|Vileplume |DRAGON/BUG       |  66|  65|  86|  61| 102| 111|Erbaiuto    |Copripioggia|Acquaiuto   |
 46|Paras     |GROUND           |  24|  64|  31|  59|  56|  50|Ferropugno  |Riparo      |Indifferenza|Destincomune (rare), Squama Drago (dark grass only)
 47|Parasect  |ROCK/GRASS       |  79|  81|  92|  67|  70|  16|Premonizione| -          |Piedisvelti |Coccio Gial. (common), Soldantico (rare), Perla (dark grass only)
 48|Venonat   |FIRE             |  22|  16|  71|  81|  91|  24|Tanfo       |Alternacura |Sveglialampo|Cinturanera (common)
 49|Venomoth  |ELECTRIC/NORMAL  |  83| 113|  23| 108|  23| 100|Sincronismo |Fogliamanto |Ferropugno  |Ferropalla (common), Polvenergia (dark grass only)
 50|Diglett   |ROCK/BUG         |  63|  39|  44|  55|  25|  39|Filtro      |Premonizione|Disinvoltura|Safari Ball (dark grass only)
 51|Dugtrio   |FIGHTING         |  87| 100|  20|  52|  51|  95|Testadura   |Immunità    |Download    |Palloncino (dark grass only)
 52|Meowth    |GHOST/PSYCHIC    |  29|  63|  26|  71|  79|  24|Nervisaldi  | -          |Guscioscudo |
 53|Persian   |GRASS            |  62|  14|  73| 108|  92|  92|Indagine    |Parafulmine |Fumochiaro  |
 54|Psyduck   |ELECTRIC         |  34|  44|  91|  45|  38|  68|Siccità     | -          |Lottascudo  |
 55|Golduck   |POISON           |  37| 107|  84|  89| 152|  33|Indifferenza|Sogniamari  |Copripioggia|Gassosa (common), PP-Max (rare), Gelomai (dark grass only)
 56|Mankey    |GROUND           |  48|  53|  44|  67|  50|  44|Mente Locale|Umidità     |Solarpotere |Piumsalute (dark grass only)
 57|Primeape  |FLYING           | 126|  30|  62|  17| 107| 112|Adattabilità| -          |Indagine    |Caram. Rara (rare)
 58|Growlithe |ROCK/ICE         | 127|  11|  18|  85|  52|  57|Acquascolo  |Ventose     |Vigore      |
 59|Arcanine  |ROCK             | 114|  58|  37| 186|  57| 103|Sguardofermo| -          |Voracità    |Tossicsfera (common), Pepita (rare)
 60|Poliwag   |GRASS            |  66|  69|  77|  39|  15|  34|Sincronismo |Clorofilla  |Sogniamari  |Carbonella (rare), Etere (dark grass only)
 61|Poliwhirl |BUG/PSYCHIC      |  37|  76|  70|  54|  74|  74|Solidroccia |Lottascudo  |Acquaiuto   |Fossilscudo (rare)
 62|Poliwrath |FIRE             |  82| 112|  45|  87|  49| 134|Cambiacolore|Parafulmine |Tecnico     |Master Ball (dark grass only)
 63|Abra      |POISON/ROCK      |  82|  41|  42|  48|  53|  44|Spargispora |Sabbiavelo  |Testadura   |Piumpotenza (common), Vigorgliera (rare), Neropietra (dark grass only)
 64|Kadabra   |GRASS/DRAGON     | 104|  61|  22|  23|  87| 103|Prepotenza  |Muta        |Alternacura |Rocciafredda (rare)
 65|Alakazam  |ICE              |  92| 143|  90|  25|  84|  66|Sveglialampo| -          |Fogliamanto |Osso Raro (dark grass only)
 66|Machop    |GRASS/DRAGON     |  57|  19|  60|  17|  67|  85|Muta        |Scendineve  |Mantelneve  |Perla (rare), Mentalerba (dark grass only)
 67|Machoke   |DRAGON/GROUND    | 101|  69|  91|  17|  93|  34|Forzapura   |Melma       |Raccolta    |Miracolseme (dark grass only)
 68|Machamp   |POISON/GRASS     |  34|  99|  13| 149| 158|  52|Regalfiore  |Scendineve  |Indifferenza|Cinturanera (common)
 69|Bellsprout|ELECTRIC         |  65|  12|  20|  57|  77|  69|Cecchino    | -          |Muta        |Timer Ball (rare), Vigorpeso (dark grass only)
 70|Weepinbell|GRASS/STEEL      | 114|  39|  61| 113|  46|  17|Intricopiedi|Nervisaldi  |Solarpotere |
 71|Victreebel|FIGHTING         | 116|  88| 116|  21|  69|  80|Risplendi   | -          |Idrovelo    |Occhialineri (dark grass only)
 72|Tentacool |GRASS            |  61|  49|  92|  29|  83|  21|Immunità    | -          |Sabbiavelo  |Profumfungo (dark grass only)
 73|Tentacruel|GRASS            |  70| 154|  22|  88|  85|  97|Siccità     | -          |Mantelneve  |Lastrapietra (common)
 74|Geodude   |ELECTRIC/POISON  |  26|  63|  45|  30|  75|  61|Antifuoco   | -          |Siccità     |
 75|Graveler  |POISON           |  23|  58|  90| 106|  59|  55|Sogniamari  | -          |Agiltecnica |Piumreazione (common), Minifungo (rare), Baccaperina (dark grass only)
 76|Golem     |WATER            |  24| 190|  81|  81|  74|  46|Lottascudo  | -          |Mente Locale|
 77|Ponyta    |FIGHTING         |  80|  71|  12|  77|  70| 100|Nullodifesa |Idrovelo    |Testadura   |Baccaperina (dark grass only)
 78|Rapidash  |NORMAL/ICE       |  49| 109|  14|  87| 133| 108|Assorbivolt | -          |Prepotenza  |Piumabella (rare), Dentedidrago (dark grass only)
 79|Slowpoke  |DRAGON/GRASS     |  45|  41|  69|  32|  39|  88|Insettocchi | -          |Levitazione |Cura Totale (common), Pietrafoglia (dark grass only)
 80|Slowbro   |DARK/ROCK        |  26|  34| 119| 157|  44| 110|Aiutofuoco  | -          |Pelledura   |Pezzo Stella (dark grass only)
 81|Magnemite |GRASS            |  95|  16|  70|  37|  43|  63|Meno        |Fugafacile  |Idrovelo    |Lastrasaetta (dark grass only)
 82|Magneton  |ROCK/BUG         | 124| 118|  14|  37|  75|  98|Normalità   |Adattabilità|Aiutinsetto |Granradice (common), Baccamela (dark grass only)
 83|Farfetch'd|GROUND           |  58| 100|  40|  40|  51|  63|Levitazione |Impaccio    |Acquaiuto   |
 84|Doduo     |DARK/GROUND      |  25|  68|  46|  61|  56|  55|Grancollera |Piovischio  |Corpochiaro |
 85|Dodrio    |GRASS            |  66|  72|  94|  78|  72|  79|Meno        | -          |Abillegame  |Palla Fumo (common), Spettrotarga (rare)
 86|Seel      |ELECTRIC         |  66|  85|  44|  81|  19|  31|Adattabilità|Acquaiuto   |Copripioggia|
 87|Dewgong   |GHOST            |  30|  68|  54|  68| 128| 128|Mente Locale|Clorofilla  |Fuocodentro |Spettrotarga (common), Grandelente (dark grass only)
 88|Grimer    |GRASS            |  47|  77|  47|  33|  67|  55|Corpochiaro |Sincronismo |Più         |
 89|Muk       |WATER/PSYCHIC    |  65|  96|  81|  78|  68| 112|Fuocodentro |Tecnico     |Normalità   |Master Ball (common), Lastramente (dark grass only)
 90|Shellder  |BUG              |  50|  31|  81|  15|  75|  54|Statico     |Temerarietà |Traccia     |Luminpolvere (dark grass only)
 91|Cloyster  |ROCK             |  86| 122|  74| 139|  60|  44|Melma       | -          |Antagonismo |Baccaprugna (rare), Piromodulo (dark grass only)
 92|Gastly    |WATER            |  69|  29|  62|  24|  59|  67|Ipertaglio  |Forzapura   |Guscioscudo |Miele (dark grass only)
 93|Haunter   |BUG/ELECTRIC     |  48|  72|  75|  49|  65|  97|Premonizione| -          |Corpochiaro |
 94|Gengar    |WATER            |  80|  42|  64| 142|  32| 141|Temerarietà |Rallentatore|Corpochiaro |Baccaprugna (common)
 95|Onix      |GHOST            |  80|  69|  55|  65|  17| 100|Mente Locale|Meno        |Antisuono   |Mirino (dark grass only)
 96|Drowzee   |WATER/DRAGON     |  94|  40|  55|  72|  17|  50|Magicscudo  |Grassospesso|Tecnico     |Bijoupsico (dark grass only)
 97|Hypno     |ROCK/POISON      | 140|  84| 115|  37|  39|  67|Acquascolo  |Grassospesso|Parafulmine |
 98|Krabby    |GHOST            |  35| 118|  15| 107|  11|  41|Indifferenza| -          |Macroforza  |
 99|Kingler   |GRASS            |  95|  50|  18| 209|  70|  32|Incantevole | -          |Solarpotere |Lastraidro (dark grass only)
100|Voltorb   |GROUND           |  64|  69|  38|  53|  94|  11|Lottascudo  | -          |Più         |Roccia Di Re (common), Bijoubuio (rare), Trittiperla (dark grass only)
101|Electrode |GRASS/WATER      |  85|  80|  88|  98| 103|  27|Idrovelo    | -          |Fogliamanto |Bijoubuio (dark grass only)
102|Exeggcute |FIRE             |  63|  26|  36|  79|  31|  91|Tecnico     |Multitipo   |Intricopiedi|Velopuro (common), Sabbia Soff. (rare), Velox Ball (dark grass only)
103|Exeggutor |GRASS/ROCK       |  35| 174|  20| 101| 174|  15|Fuocardore  | -          |Antimeteo   |Terrorpanno (common), Lastrageo (rare)
104|Cubone    |WATER            |  57|  74|  20|  62|  44|  62|Acquascolo  |Nervisaldi  |Meno        |Pietralieve (common)
105|Marowak   |PSYCHIC          |  39|  62|  97|  78|  66|  84|Intricopiedi|Fogliamanto |Impaccio    |Abilcintura (dark grass only)
106|Hitmonlee |STEEL            |  59|  82|  11|  74|  85| 144|Presagio    | -          |Grassospesso|Affilartigli (dark grass only)
107|Hitmonchan|STEEL            |  54|  75| 143|  72|  58|  53|Testadura   | -          |Statico     |Vigorcerchio (common), Calmanella (dark grass only)
108|Lickitung |FIGHTING/ROCK    |  39| 107| 101|  38|  62|  38|Raccolta    |Mantelneve  |Piedisvelti |Roccia Di Re (rare), Doblonantico (dark grass only)
109|Koffing   |POISON/WATER     |  69|  20|  22| 100|  66|  62|Presagio    |Idratazione |Incantevole |Pietraovale (common), Baccaprugna (rare), Ducatantico (dark grass only)
110|Weezing   |FIGHTING/ELECTRIC| 127|  52|  54|  74|  70| 113|Guscioscudo | -          |Disinvoltura|
111|Rhyhorn   |FIRE             |  78|  68|  31|  21|  78|  68|Scendineve  |Raccolta    |Velenopunto |Lastraidro (dark grass only)
112|Rhydon    |NORMAL           |  24|  97|  85|  98|  88|  92|Riparo      | -          |Filtro      |Fangopece (100%)
113|Chansey   |ICE/DARK         |  97|  59|  91|  20|  67| 116|Indagine    |Fuocardore  |Tecnico     |Coda Skitty (dark grass only)
114|Tangela   |DARK/ICE         |  92|  65|  32|  45|  37| 164|Macroforza  |Abillegame  |Cartavetro  |Piumabella (dark grass only)
115|Kangaskhan|STEEL            | 112|  27| 108|  30|  97| 117|Ipertaglio  |Multitipo   |Antisuono   |Gelomodulo (dark grass only)
116|Horsea    |PSYCHIC/ROCK     |  72|  56|  38|  11|  58|  61|Sguardofermo|Clorofilla  |Copripioggia|
117|Seadra    |FIGHTING         | 109|  79|  84|  47|  96|  25|Magmascudo  | -          |Sogniamari  |Acqua Fresca (rare), Doblonantico (dark grass only)
118|Goldeen   |POISON           |  54|  75|  43|  68|  70|  11|Tuttafretta | -          |Filtro      |Disfoguscio (common)
119|Seaking   |PSYCHIC          |  87|  27|  96|  82|  93|  64|Mente Locale|Grassospesso|Leggiadro   |
120|Staryu    |WATER            |  28|  77|  23|  74|  69|  70|Idrovelo    | -          |Acceleratore|Piumsalute (dark grass only)
121|Starmie   |DRAGON/BUG       |  83|  93|  69|  86|  98|  91|Scoppio     |Piedisvelti |Corpogelo   |Bijoulotta (rare), Flauto B.nco (dark grass only)
122|Mr. Mime  |ICE              | 109| 102|  78|  66|  82|  22|Parafulmine |Filtro      |Leggiadro   |
123|Scyther   |DARK/ROCK        |  80|  77|  80|  69| 128|  66|Ipertaglio  |Clorofilla  |Grancollera |Lastrapietra (dark grass only)
124|Jynx      |NORMAL           |  63| 106|  97|  75|  92|  22|Cuordeciso  |Mielincetta |Antifuoco   |Pietrasolare (100%)
125|Electabuzz|FIGHTING/GROUND  |  43| 153|  67|  41| 143|  45|Aiutinsetto | -          |Normalità   |Ultra Ball (rare), Ferro (dark grass only)
126|Magmar    |FLYING           |  86| 158| 104|  43|  40|  64|Incantevole | -          |Guscioscudo |Miele (dark grass only)
127|Pinsir    |ELECTRIC         | 121|  73|  77|  80|  95|  54|Intricopiedi| -          |Fugafacile  |Lastraferro (common), Piumingegno (rare), Sabbia Soff. (dark grass only)
128|Tauros    |ROCK/STEEL       |  88|  70| 191|  47|  37|  57|Rallentatore|Antagonismo |Disinvoltura|Roccia Di Re (rare), Etere (dark grass only)
129|Magikarp  |POISON/GROUND    |  43|  39|  29|  31|  20|  39|Raccolta    | -          |Pelledura   |Piumabella (dark grass only)
130|Gyarados  |NORMAL/GHOST     |  80|  73| 131|  45| 138|  72|Disinvoltura| -          |Vigore      |Chic Ball (common), Vigorgliera (dark grass only)
131|Lapras    |ROCK             | 122| 154|  48|  42|  27| 142|Temerarietà |Sincronismo |Clorofilla  |
132|Ditto     |BUG              |  62|  54|  59|  34|  16|  63|Antagonismo | -          |Intricopiedi|Fossilscudo (100%)
133|Eevee     |GRASS            |  84|  11|  14|  98|  31|  87|Mielincetta |Fuocodentro |Antagonismo |Pokégingillo (common), Bracciantico (rare)
134|Vaporeon  |ELECTRIC/FLYING  | 120|  53|  79| 146| 105|  22|Traccia     | -          |Adattabilità|Sciarpa Seta (dark grass only)
135|Jolteon   |PSYCHIC          | 154|  58|  27| 133|  25| 129|Filtro      |Agiltecnica |Acceleratore|
136|Flareon   |DARK/GHOST       | 118|  20| 153|  38| 125|  71|Spiritovivo |Voracità    |Assorbacqua |Grande Fungo (dark grass only)
137|Porygon   |FIGHTING/STEEL   | 102|  88|  39|  68|  21|  77|Scendineve  | -          |Intricopiedi|Pepita (common)
138|Omanyte   |FIRE             |  42|  56|  75|  38|  55|  89|Lottascudo  | -          |Rallentatore|Baccastagna (rare), Acqua Magica (dark grass only)
139|Omastar   |WATER            |  79| 102|  17| 129| 108|  61|Voracità    | -          |Scioltezza  |
140|Kabuto    |DRAGON           |  43|  32|  92|  59|  66|  62|Corpochiaro |Alternacura |Assorbacqua |
141|Kabutops  |GROUND           | 154|  55|  96|  97|  22|  72|Cuordeciso  | -          |Filtro      |Lastrasaetta (dark grass only)
142|Aerodactyl|WATER/DRAGON     |  77|  44| 120|  87|  93|  93|Risplendi   | -          |Parafulmine |Rosaroma (dark grass only)
143|Snorlax   |POISON           | 216|  29|  54|  32| 129|  79|Cuordeciso  |Ventose     |Antisuono   |Succodibacca (100%)
144|Articuno  |FLYING           | 164| 149|  26|  34|  73| 134|Fuocodentro |Impaccio    |Cartavetro  |
145|Zapdos    |FIRE             | 102| 131| 102|  88|  63|  95|Previsioni  | -          |Pressione   |Lastragelo (rare)
146|Moltres   |GHOST            | 195|  49| 180|  53|  78|  26|Meno        | -          |Risplendi   |Osso Raro (common), Dream Ball (dark grass only)
147|Dratini   |FIRE/BUG         |  63|  46|  45|  42|  54|  50|Nullodifesa | -          |Testadura   |Rocciaumida (100%)
148|Dragonair |ICE/DARK         |  96|  16|  50|  56| 106|  96|Fugafacile  |Aiutinsetto |Piovischio  |Lastradrakon (rare)
149|Dragonite |FLYING/BUG       |  53|  98| 118|  98| 125| 109|Polvoscudo  | -          |Testadura   |
150|Mewtwo    |POISON           | 143|  81| 137| 125| 131|  64|Prepotenza  | -          |Antifurto   |Lastrageo (rare), Lastrapietra (dark grass only)
151|Mew       |GHOST            |  72|  90|  12| 251|  75|  99|Sabbiafiume | -          |Fugafacile  |Proteina (common), Pozione Max (rare), Polvenergia (dark grass only)
152|Chikorita |NORMAL/BUG       |  24|  56|  89|  33|  85|  31|Copripioggia| -          |Acquascolo  |
153|Bayleef   |NORMAL/STEEL     |  52|  51|  95|  96|  74|  37|Parafulmine | -          |Polvoscudo  |
154|Meganium  |FLYING/ICE       |  94|  46| 234|  67|  58|  26|Aiutinsetto | -          |Filtro      |Fortunaroma (common), Copertura (dark grass only)
155|Cyndaquil |ELECTRIC         |  84|  60|  11|  35|  29|  89|Aiutofuoco  | -          |Copripioggia|Dolce Gateau (rare), Ceneremagica (dark grass only)
156|Quilava   |FLYING           |  83|  45|  11|  78|  93|  95|Impaccio    | -          |Leggiadro   |
157|Typhlosion|PSYCHIC          | 135|  79| 129|  95|  78|  18|Tanfo       | -          |Umidità     |Lentiscelta (rare), Baccacedro (dark grass only)
158|Totodile  |ELECTRIC/ROCK    |  54|  70|  41|  17|  88|  43|Tuttafretta |Cecchino    |Imprudenza  |Puroaroma (dark grass only)
159|Croconaw  |DARK             |  76|  77|  78|  40|  56|  78|Insonnia    |Imprudenza  |Grassospesso|Idromodulo (common)
160|Feraligatr|DRAGON           |  74| 137|  62|  31|  97| 128|Alternacura | -          |Impaccio    |Argenpolvere (rare), Acqua Magica (dark grass only)
161|Sentret   |ROCK/FIRE        |  58|  17|  15|  46|  28|  52|Più         |Alternacura |Fugafacile  |
162|Furret    |NORMAL           |  87|  81|  43| 103|  52|  49|Piedisvelti | -          |Ipertaglio  |
163|Hoothoot  |WATER/ICE        |  51|  24|  39|  46|  71|  32|Grancollera | -          |Sogniamari  |Saviocchiali (rare)
164|Noctowl   |FIGHTING/STEEL   |  52|  44|  67| 114|  76|  89|Indagine    | -          |Sveglialampo|Piumintuito (rare), Spettrotarga (dark grass only)
165|Ledyba    |GHOST/ICE        |  63|  37|  43|  58|  20|  44|Grancollera | -          |Antagonismo |Helixfossile (rare)
166|Ledian    |POISON/GHOST     | 117|  94|  32|  67|  22|  58|Antimeteo   |Sabbiavelo  |Nuotovelox  |Rete Ball (common)
167|Spinarak  |FLYING           |  45|  50|  30|  38|  42|  45|Melma       | -          |Pressione   |
168|Ariados   |GHOST            |  80|  17|  91|  68|  33| 101|Corpochiaro | -          |Sogniamari  |Bijoucoleot. (common), Vigorlente (rare), PP-Su (dark grass only)
169|Crobat    |NORMAL/ROCK      |  88|  34| 100| 110| 137|  66|Sogniamari  |Polvoscudo  |Regalfiore  |Lastracielo (rare)
170|Chinchou  |BUG              |  34|  88|  58|  70|  41|  38|Scoppio     |Testadura   |Forzapura   |
